what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295680577312
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1295680581562
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295680607515
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295680627890
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1295680629953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680637765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680637781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680637890
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680664109
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295680668890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680672421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680678000
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1295680684781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680685078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680685093
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295680710359
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1295680711296
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295680745953
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1295680747578
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295680768515
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1295680770546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680770843
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680770859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295680797812
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1295680802546
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295680832609
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295680858250
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1295680860328
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680860640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680860656
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295680890578
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1295680892656
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680903109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680951796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680952656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680952656
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680952812
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680954218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295680955359
