what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295686244125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295686244218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295686249203
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295686264953
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1295686266546
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295686273140
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1295686273890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295686274171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295686274359
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295686286671
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295686288234
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1295686290015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295686290296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295686290390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295686291312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295686327578
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295686348703
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295686499453
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1295686516734
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1295686519062
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295686540859
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1295686542328
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295686564578
