what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295689242187
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295689242187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295689242312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295689324750
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1295689328703
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1295689335328
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1295689351093
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295689355718
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295689361593
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295689364093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295689367125
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295689371312
opened,editor,org.eclipse.cdt.ui,5.2.1.201009241320,"org.eclipse.cdt.ui.editor.CEditor",1295689371562
activated,editor,org.eclipse.cdt.ui,5.2.1.201009241320,"org.eclipse.cdt.ui.editor.CEditor",1295689371687
started,bundle,org.eclipse.cdt.codan.ui,1.0.0.201009241320,"org.eclipse.cdt.codan.ui",1295689372078
started,bundle,org.eclipse.cdt.codan.checkers,1.0.0.201009241320,"org.eclipse.cdt.codan.checkers",1295689372093
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1295689373578
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295689375484
closed,editor,org.eclipse.cdt.ui,5.2.1.201009241320,"org.eclipse.cdt.ui.editor.CEditor",1295689377015
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1295689377031
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295689377078
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1295689377093
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1295689377093
